text,category
"Because it can rely on its monopsony power to control overall spending, Medicare has a weaker incentive to limit overuse.",oppose-medicare
"Meanwhile private insurers have become more efficient, employing tools such as utilization review and case management (which count as administrative costs) to assess patient needs and then either restrict services or steer patients towards more cost-effective care.",oppose-medicare
"In a world without private insurance, we would likely see more money wasted on care that produces no benefit for patients.",oppose-medicare
"In addition, administrative spending protects against fraud.",oppose-medicare
"By some estimates, the Medicare program loses a staggering $60 billion to fraud each year.",oppose-medicare
This amounts to 11 percent of the Medicare budget and would be enough to double Federal spending on primary and secondary education.,oppose-medicare
No private company would ever tolerate this abuse.,oppose-medicare
Imagine the fraud if Medicare covered 300 million Americans.,oppose-medicare
International comparisons and spending.,oppose-medicare
"Finally, it’s time we made sense of international comparisons, since they are often used to assail the current health care system.",oppose-medicare
"Despite spending more than any other nation per capita on health care, American life expectancy at birth ranks 34th worldwide.",oppose-medicare
"Several countries ranked ahead of the U.S., including Canada and England – have single payer health systems, raising the question of whether replacing private insurance with universal Medicare would make us healthier.",oppose-medicare
"But, as the NRC points out, these comparisons conflate health care with numerous other influences.",oppose-medicare
"What we eat, the stress in our lives, exercise, the air we breathe, our genes, and a host of other personal and environmental factors determine our health.",oppose-medicare
Take obesity for example.,oppose-medicare
"Much of American’s low life expectancy stems from obesity, but the primary causes of American obesity are not health care.",oppose-medicare
"Steven Woolf, the Chairman of a recent study on life expectancy by the National Research Council and Institute of Medicine concluded, “Much of our health disadvantage comes from factors outside of the clinical system and outside of what doctors and hospitals can do.”  Once we get a disease, there are certainly places where higher U.S. spending buys better care.",oppose-medicare
